route_id,start_id,end_id,time
Z,J30N,J28N,0:02:30
Z,J28N,J27N,0:01:00
Z,J27N,J24N,0:01:30
Z,J24N,J23N,0:01:00
Z,J23N,J21N,0:02:30
Z,J21N,J20N,0:01:30
Z,J20N,J17N,0:02:30
Z,J17N,J15N,0:03:00
Z,J15N,J14N,0:01:30
Z,J14N,J12N,0:03:00
Z,J12N,G06N,0:04:00
Z,G06N,G05N,0:01:00
L,L29N,L28N,0:01:30
L,L28N,L27N,0:02:00
L,L27N,L26N,0:01:30
L,L26N,L25N,0:01:30
L,L25N,L24N,0:01:30
L,L24N,L22N,0:01:30
L,L22N,L21N,0:01:00
L,L21N,L20N,0:01:30
L,L20N,L19N,0:02:00
L,L19N,L17N,0:02:30
L,L17N,L16N,0:02:30
L,L16N,L15N,0:01:30
L,L15N,L14N,0:02:00
L,L14N,L13N,0:01:30
L,L13N,L12N,0:01:00
L,L12N,L11N,0:01:30
L,L11N,L10N,0:02:00
L,L10N,L08N,0:02:30
L,L08N,L06N,0:04:00
L,L06N,L05N,0:01:00
L,L05N,L03N,0:04:00
L,L03N,L02N,0:04:30
L,L02N,L01N,0:01:00
L,L01S,L02S,0:01:30
L,L02S,L03S,0:02:00
L,L03S,L05S,0:00:30
L,L05S,L06S,0:01:00
L,L06S,L08S,0:04:00
L,L08S,L10S,0:02:30
L,L10S,L11S,0:02:00
L,L11S,L12S,0:01:30
L,L12S,L13S,0:01:00
L,L13S,L14S,0:02:00
L,L14S,L15S,0:02:00
L,L15S,L16S,0:01:30
L,L16S,L17S,0:03:00
L,L17S,L19S,0:03:00
L,L19S,L20S,0:02:30
L,L20S,L21S,0:01:30
L,L21S,L22S,0:02:30
L,L22S,L24S,0:02:30
L,L24S,L25S,0:01:30
L,L25S,L26S,0:01:00
L,L26S,L27S,0:01:30
L,L27S,L28S,0:02:00
L,L28S,L29S,0:01:30
M,M11S,M10S,0:02:30
M,M10S,M09S,0:01:30
M,M09S,M08S,0:02:00
M,M08S,M06S,0:01:30
M,M06S,M05S,0:01:30
M,M05S,M04S,0:02:00
M,M04S,M01S,0:02:00
M,M01N,M04N,0:02:00
M,M04N,M05N,0:02:00
M,M05N,M06N,0:01:30
M,M06N,M08N,0:01:30
M,M08N,M09N,0:02:00
M,M09N,M10N,0:02:00
M,M10N,M11N,0:02:00
M,M11N,M12N,0:01:30
M,M12N,M13N,0:01:30
M,M13N,M14N,0:01:00
M,M14N,M16N,0:03:00
M,M16N,M18N,0:09:30
M,M18S,M16S,0:09:30
M,M16S,M14S,0:03:00
M,M14S,M13S,0:01:30
M,M13S,M12S,0:01:30
M,M12S,M11S,0:01:00
M,M18N,D21N,0:03:00
M,D21N,D20N,0:02:30
M,D20N,D19N,0:01:30
M,D19N,D18N,0:01:30
M,D18N,D17N,0:01:30
M,D17N,D16N,0:01:30
M,D16N,D15N,0:02:00
M,D15N,F12N,0:04:00
M,F12N,F11N,0:03:30
M,F11N,F09N,0:03:00
M,F09N,G21N,0:01:30
M,G21N,G20N,0:02:00
M,G20N,G19N,0:02:00
M,G19N,G18N,0:01:30
M,G18N,G16N,0:01:30
M,G16N,G15N,0:01:00
M,G15N,G14N,0:01:30
M,G14N,G13N,0:01:30
M,G13N,G12N,0:01:30
M,G12N,G11N,0:02:00
M,G11N,G10N,0:01:00
M,G10N,G09N,0:02:00
M,G09N,G08N,0:01:30
M,G08S,G09S,0:01:30
M,G09S,G10S,0:02:00
M,G10S,G11S,0:01:00
M,G11S,G12S,0:02:00
M,G12S,G13S,0:01:30
M,G13S,G14S,0:01:30
M,G14S,G15S,0:01:30
M,G15S,G16S,0:01:30
M,G16S,G18S,0:01:30
M,G18S,G19S,0:01:30
M,G19S,G20S,0:02:00
M,G20S,G21S,0:02:00
M,G21S,F09S,0:01:30
M,F09S,F11S,0:03:00
M,F11S,F12S,0:01:30
M,F12S,D15S,0:02:00
M,D15S,D16S,0:01:30
M,D16S,D17S,0:01:30
M,D17S,D18S,0:01:30
M,D18S,D19S,0:01:30
M,D19S,D20S,0:01:30
M,D20S,D21S,0:02:30
M,D21S,M18S,0:04:00
N,R01S,R03S,0:01:30
N,R03S,R04S,0:01:00
N,R04S,R05S,0:01:30
N,R05S,R06S,0:02:00
N,R06S,R08S,0:01:00
N,R08S,R09S,0:02:00
N,R09S,R11S,0:04:30
N,R11S,R13S,0:01:30
N,R13S,R14S,0:02:30
N,R14S,R15S,0:01:30
N,R15S,R16S,0:01:30
N,R16S,R17S,0:01:30
N,R17S,R18S,0:01:00
N,R18S,R19S,0:01:00
N,R19S,R20S,0:01:30
N,R20S,R21S,0:01:30
N,R21S,R22S,0:01:30
N,R22S,R23S,0:01:30
N,R23S,R24S,0:02:30
N,R24S,R25S,0:02:00
N,R25S,R26S,0:01:00
N,R26S,R27S,0:02:00
N,R27S,R28S,0:03:30
N,R28S,R29S,0:02:00
N,R29S,R30S,0:05:00
N,R30S,R31S,0:06:30
N,R31S,R32S,0:02:00
N,R32S,R33S,0:01:30
N,R33S,R34S,0:02:00
N,R34S,R35S,0:01:30
N,R35S,R36S,0:01:30
N,R36S,R39S,0:02:00
N,R39S,R40S,0:01:30
N,R40S,R41S,0:01:30
N,R41S,N02S,0:03:00
N,N02S,N03S,0:01:30
N,N03S,N04S,0:02:00
N,N04S,N05S,0:01:30
N,N05S,N06S,0:01:30
N,N06S,N07S,0:01:30
N,N07S,N08S,0:02:00
N,N08S,N09S,0:02:00
N,N09S,N10S,0:05:00
N,N10S,D43S,0:08:00
N,D43N,N10N,0:04:00
N,N10N,N09N,0:01:00
N,N09N,N08N,0:01:30
N,N08N,N07N,0:02:00
N,N07N,N06N,0:01:30
N,N06N,N05N,0:01:00
N,N05N,N04N,0:01:30
N,N04N,N03N,0:02:30
N,N03N,N02N,0:01:00
N,N02N,R41N,0:03:00
N,R41N,R40N,0:01:30
N,R40N,R39N,0:01:30
N,R39N,R36N,0:02:30
N,R36N,R35N,0:01:30
N,R35N,R34N,0:01:30
N,R34N,R33N,0:02:00
N,R33N,R32N,0:01:30
N,R32N,R31N,0:02:00
N,R31N,R30N,0:05:00
N,R30N,R29N,0:03:30
N,R29N,R28N,0:01:30
N,R28N,R27N,0:03:30
N,R27N,R26N,0:01:30
N,R26N,R25N,0:01:30
N,R25N,R24N,0:01:30
N,R24N,R23N,0:03:30
N,R23N,R22N,0:02:30
N,R22N,R21N,0:01:30
N,R21N,R20N,0:01:30
N,R20N,R19N,0:01:30
N,R19N,R18N,0:01:00
N,R18N,R17N,0:01:00
N,R17N,R16N,0:01:30
N,R16N,R15N,0:01:30
N,R15N,R14N,0:01:30
N,R14N,R13N,0:02:30
N,R13N,R11N,0:01:30
N,R11N,R09N,0:08:30
N,R09N,R08N,0:06:00
N,R08N,R06N,0:01:00
N,R06N,R05N,0:02:00
N,R05N,R04N,0:01:30
N,R04N,R03N,0:01:30
N,R03N,R01N,0:01:30
N,R30N,Q01N,0:08:00
N,Q01N,R22N,0:02:00
N,R36N,R31N,0:05:00
N,R31N,Q01N,0:10:30
N,R22S,Q01S,0:02:00
N,Q01S,R31S,0:11:00
N,R31S,R36S,0:05:30
N,Q01N,R20N,0:04:00
N,R20N,R17N,0:03:00
N,R17S,R20S,0:02:30
N,R20S,Q01S,0:04:00
N,Q01S,R30S,0:08:00
N,Q05S,Q04S,0:02:00
N,Q04S,Q03S,0:02:00
N,Q03S,B08S,0:02:00
N,B08S,R14S,0:03:00
N,R14S,R16S,0:03:00
Q,D43N,N10N,0:04:30
Q,N10N,N09N,0:01:00
Q,N09N,N08N,0:02:00
Q,N08N,N07N,0:02:00
Q,N07N,N06N,0:01:30
Q,N06N,N05N,0:01:30
Q,N05N,N04N,0:01:30
Q,N04N,N03N,0:02:00
Q,N03N,N02N,0:01:30
Q,N02N,R41N,0:03:00
Q,R41N,R40N,0:01:30
Q,R40N,R39N,0:01:30
Q,R39N,R36N,0:02:30
Q,R36N,R31N,0:06:00
Q,R31N,Q01N,0:11:00
Q,Q01N,R20N,0:04:30
Q,R20N,R17N,0:03:30
Q,R17N,R16N,0:01:30
Q,R16N,R14N,0:03:00
Q,R14N,B08N,0:02:30
Q,B08N,Q03N,0:02:00
Q,Q03N,Q04N,0:02:30
Q,Q04N,Q05N,0:02:00
W,R01S,R03S,0:01:30
W,R03S,R04S,0:01:30
W,R04S,R05S,0:01:30
W,R05S,R06S,0:02:00
W,R06S,R08S,0:01:00
W,R08S,R09S,0:02:30
W,R09S,R11S,0:04:30
W,R11S,R13S,0:02:00
W,R13S,R14S,0:02:30
W,R14S,R15S,0:01:30
W,R15S,R16S,0:01:30
W,R16S,R17S,0:02:00
W,R17S,R18S,0:01:00
W,R18S,R19S,0:01:30
W,R19S,R20S,0:01:30
W,R20S,R21S,0:01:30
W,R21S,R22S,0:02:30
W,R22S,R23S,0:01:30
W,R23S,R24S,0:02:30
W,R24S,R25S,0:02:00
W,R25S,R26S,0:02:00
W,R26S,R27S,0:02:00
W,N10N,N09N,0:01:00
W,N09N,N08N,0:02:00
W,N08N,N07N,0:02:00
W,N07N,N06N,0:01:30
W,N06N,N05N,0:01:30
W,N05N,N04N,0:01:30
W,N04N,N03N,0:02:00
W,N03N,N02N,0:01:30
W,N02N,R41N,0:03:00
W,R41N,R40N,0:01:30
W,R40N,R39N,0:01:30
W,R39N,R36N,0:02:30
W,R36N,R35N,0:02:00
W,R35N,R34N,0:01:30
W,R34N,R33N,0:01:30
W,R33N,R32N,0:02:00
W,R32N,R31N,0:02:00
W,R31N,R30N,0:03:00
W,R30N,R29N,0:01:30
W,R29N,R28N,0:02:00
W,R28N,R27N,0:03:30
W,R27N,R26N,0:02:00
W,R26N,R25N,0:01:00
W,R25N,R24N,0:02:00
W,R24N,R23N,0:03:30
W,R23N,R22N,0:02:30
W,R22N,R21N,0:02:00
W,R21N,R20N,0:01:30
W,R20N,R19N,0:02:00
W,R19N,R18N,0:01:00
W,R18N,R17N,0:01:00
W,R17N,R16N,0:02:00
W,R16N,R15N,0:02:00
W,R15N,R14N,0:02:00
W,R14N,R13N,0:02:30
W,R13N,R11N,0:01:30
W,R11N,R09N,0:05:30
W,R09N,R08N,0:03:00
W,R08N,R06N,0:01:30
W,R06N,R05N,0:01:30
W,R05N,R04N,0:02:00
W,R04N,R03N,0:01:00
W,R03N,R01N,0:02:00
W,R27S,R28S,0:03:30
W,R28S,R29S,0:02:00
W,R29S,R30S,0:02:00
W,R30S,R31S,0:03:30
W,R31S,R32S,0:02:00
W,R32S,R33S,0:01:30
W,R33S,R34S,0:02:00
W,R34S,R35S,0:01:30
W,R35S,R36S,0:01:30
W,R36S,R39S,0:02:00
W,R39S,R40S,0:01:30
W,R40S,R41S,0:01:30
W,R41S,N02S,0:03:00
W,N02S,N03S,0:01:30
W,N03S,N04S,0:02:00
W,N04S,N05S,0:01:30
W,N05S,N06S,0:01:30
W,N06S,N07S,0:01:30
W,N07S,N08S,0:02:00
W,N08S,N09S,0:02:00
W,N09S,N10S,0:01:00
Q,Q05S,Q04S,0:02:00
Q,Q04S,Q03S,0:02:00
Q,Q03S,B08S,0:02:00
Q,B08S,R14S,0:03:00
Q,R14S,R15S,0:01:30
Q,R15S,R16S,0:01:30
Q,R16S,R17S,0:01:30
Q,R17S,R18S,0:01:00
Q,R18S,R19S,0:01:00
Q,R19S,R20S,0:01:30
Q,R20S,R21S,0:01:30
Q,R21S,R22S,0:01:30
Q,R22S,Q01S,0:02:00
Q,Q01S,R30S,0:08:00
Q,R30S,D24S,0:01:30
Q,D24S,D25S,0:02:30
Q,D25S,D26S,0:04:00
Q,D26S,D27S,0:01:30
Q,D27S,D28S,0:01:30
Q,D28S,D29S,0:01:30
Q,D29S,D30S,0:00:30
Q,D30S,D31S,0:01:30
Q,D31S,D32S,0:01:30
Q,D32S,D33S,0:01:00
Q,D33S,D34S,0:02:00
Q,D34S,D35S,0:02:00
Q,D35S,D37S,0:02:30
Q,D37S,D38S,0:01:00
Q,D38S,D39S,0:02:30
Q,D39S,D40S,0:03:00
Q,D40S,D41S,0:03:00
Q,D41S,D42S,0:02:00
Q,D42S,D43S,0:01:30
Q,D43N,D42N,0:01:30
Q,D42N,D41N,0:01:30
Q,D41N,D40N,0:02:00
Q,D40N,D39N,0:02:00
Q,D39N,D38N,0:02:00
Q,D38N,D37N,0:01:00
Q,D37N,D35N,0:02:00
Q,D35N,D34N,0:02:00
Q,D34N,D33N,0:02:00
Q,D33N,D32N,0:01:00
Q,D32N,D31N,0:01:30
Q,D31N,D30N,0:01:30
Q,D30N,D29N,0:00:30
Q,D29N,D28N,0:01:30
Q,D28N,D27N,0:01:30
Q,D27N,D26N,0:01:30
Q,D26N,D25N,0:03:30
Q,D25N,D24N,0:02:00
Q,D24N,R30N,0:01:30
Q,R30N,Q01N,0:08:00
Q,Q01N,R22N,0:02:00
Q,R22N,R21N,0:01:30
Q,R21N,R20N,0:01:30
Q,R20N,R19N,0:01:30
Q,R19N,R18N,0:01:00
Q,R18N,R17N,0:01:00
Q,R16N,R15N,0:01:30
Q,R15N,R14N,0:02:00
Q,R14S,R16S,0:02:30
Q,R17S,R20S,0:02:30
Q,R20S,Q01S,0:04:00
R,R27S,R28S,0:03:30
R,R28S,R29S,0:02:00
R,R29S,R30S,0:04:00
R,R30S,R31S,0:05:30
R,R31S,R32S,0:02:00
R,R32S,R33S,0:01:30
R,R33S,R34S,0:02:00
R,R34S,R35S,0:01:30
R,R35S,R36S,0:01:30
R,R36S,R39S,0:02:00
R,R39S,R40S,0:01:30
R,R40S,R41S,0:01:30
R,R41S,R42S,0:02:00
R,R42S,R43S,0:01:00
R,R43S,R44S,0:02:00
R,R44S,R45S,0:02:00
R,R45N,R44N,0:01:30
R,R44N,R43N,0:02:00
R,R43N,R42N,0:01:30
R,R42N,R41N,0:02:00
R,R41N,R40N,0:01:30
R,R40N,R39N,0:01:30
R,R39N,R36N,0:02:30
R,R36N,R35N,0:01:30
R,R35N,R34N,0:01:30
R,R34N,R33N,0:02:00
R,R33N,R32N,0:01:30
R,R32N,R31N,0:02:00
R,R31N,R30N,0:03:00
R,R30N,R29N,0:01:30
R,R29N,R28N,0:01:30
R,R28N,R27N,0:04:00
R,G08S,G09S,0:01:30
R,G09S,G10S,0:02:00
R,G10S,G11S,0:01:00
R,G11S,G12S,0:02:00
R,G12S,G13S,0:01:30
R,G13S,G14S,0:01:30
R,G14S,G15S,0:01:30
R,G15S,G16S,0:01:30
R,G16S,G18S,0:01:30
R,G18S,G19S,0:01:30
R,G19S,G20S,0:02:00
R,G20S,G21S,0:02:00
R,G21S,R11S,0:05:30
R,R11S,R13S,0:01:30
R,R13S,R14S,0:02:30
R,R14S,R15S,0:01:30
R,R15S,R16S,0:01:30
R,R16S,R17S,0:01:30
R,R17S,R18S,0:01:00
R,R18S,R19S,0:01:00
R,R19S,R20S,0:01:30
R,R20S,R21S,0:01:30
R,R21S,R22S,0:01:30
R,R22S,R23S,0:01:30
R,R23S,R24S,0:02:30
R,R24S,R25S,0:02:00
R,R25S,R26S,0:01:00
R,R26S,R27S,0:02:00
R,R27N,R26N,0:01:30
R,R26N,R25N,0:01:30
R,R25N,R24N,0:01:30
R,R24N,R23N,0:03:30
R,R23N,R22N,0:02:30
R,R22N,R21N,0:01:30
R,R21N,R20N,0:01:30
R,R20N,R19N,0:01:30
R,R19N,R18N,0:01:00
R,R18N,R17N,0:01:00
R,R17N,R16N,0:01:30
R,R16N,R15N,0:01:30
R,R15N,R14N,0:01:30
R,R14N,R13N,0:02:30
R,R13N,R11N,0:01:30
R,R11N,G21N,0:08:30
R,G21N,G20N,0:05:00
R,G20N,G19N,0:02:00
R,G19N,G18N,0:01:30
R,G18N,G16N,0:01:30
R,G16N,G15N,0:01:00
R,G15N,G14N,0:04:30
R,G14N,G13N,0:04:30
R,G13N,G12N,0:01:30
R,G12N,G11N,0:02:00
R,G11N,G10N,0:01:00
R,G10N,G09N,0:02:00
R,G09N,G08N,0:01:30
R,R14N,B08N,0:02:30
R,B08N,Q03N,0:02:00
R,Q03N,Q04N,0:02:30
R,Q04N,Q05N,0:02:00
SI,S31S,S30S,0:03:00
SI,S30S,S29S,0:02:00
SI,S29S,S28S,0:02:00
SI,S28S,S27S,0:03:00
SI,S27S,S26S,0:02:00
SI,S26S,S25S,0:02:00
SI,S25S,S24S,0:02:00
SI,S24S,S23S,0:01:00
SI,S23S,S22S,0:02:00
SI,S22S,S21S,0:02:00
SI,S21S,S20S,0:02:00
SI,S20S,S19S,0:02:00
SI,S19S,S18S,0:02:00
SI,S18S,S17S,0:02:00
SI,S17S,S16S,0:02:00
SI,S16S,S15S,0:02:00
SI,S15S,S14S,0:02:00
SI,S14S,S13S,0:02:00
SI,S13S,S11S,0:02:00
SI,S11S,S09S,0:03:00
SI,S09N,S11N,0:03:00
SI,S11N,S13N,0:02:00
SI,S13N,S14N,0:02:00
SI,S14N,S15N,0:02:00
SI,S15N,S16N,0:02:00
SI,S16N,S17N,0:02:00
SI,S17N,S18N,0:02:00
SI,S18N,S19N,0:02:00
SI,S19N,S20N,0:02:00
SI,S20N,S21N,0:02:00
SI,S21N,S22N,0:02:00
SI,S22N,S23N,0:02:00
SI,S23N,S24N,0:01:00
SI,S24N,S25N,0:02:00
SI,S25N,S26N,0:02:00
SI,S26N,S27N,0:02:00
SI,S27N,S28N,0:03:00
SI,S28N,S29N,0:02:00
SI,S29N,S30N,0:02:00
SI,S30N,S31N,0:03:00
SI,S22N,S31N,0:13:00
SI,S31S,S19S,0:16:00
1,101S,103S,0:01:30
1,103S,104S,0:01:30
1,104S,106S,0:01:30
1,106S,107S,0:01:30
1,107S,108S,0:01:00
1,108S,109S,0:01:30
1,109S,110S,0:01:30
1,110S,111S,0:01:30
1,111S,112S,0:02:00
1,112S,113S,0:01:30
1,113S,114S,0:02:00
1,114S,115S,0:01:30
1,115S,116S,0:01:30
1,116S,117S,0:02:30
1,117S,118S,0:01:00
1,118S,119S,0:01:00
1,119S,120S,0:02:00
1,120S,121S,0:02:00
1,121S,122S,0:01:00
1,122S,123S,0:01:30
1,123S,124S,0:01:30
1,124S,125S,0:01:30
1,125S,126S,0:02:00
1,126S,127S,0:01:30
1,127S,128S,0:01:30
1,128S,129S,0:01:00
1,129S,130S,0:01:00
1,130S,131S,0:01:00
1,131S,132S,0:01:00
1,132S,133S,0:01:30
1,133S,134S,0:01:30
1,134S,135S,0:02:00
1,135S,136S,0:01:00
1,136S,137S,0:04:00
1,137S,138S,0:04:30
1,138S,139S,0:01:30
1,139S,142S,0:02:00
1,142N,139N,0:02:30
1,139N,138N,0:01:00
1,138N,137N,0:01:00
1,137N,136N,0:01:30
1,136N,135N,0:01:00
1,135N,134N,0:01:30
1,134N,133N,0:01:30
1,133N,132N,0:01:30
1,132N,131N,0:01:00
1,131N,130N,0:01:00
1,130N,129N,0:01:00
1,129N,128N,0:01:30
1,128N,127N,0:01:30
1,127N,126N,0:02:00
1,126N,125N,0:02:00
1,125N,124N,0:01:30
1,124N,123N,0:01:00
1,123N,122N,0:01:30
1,122N,121N,0:01:30
1,121N,120N,0:01:30
1,120N,119N,0:01:30
1,119N,118N,0:01:30
1,118N,117N,0:01:00
1,117N,116N,0:02:00
1,116N,115N,0:02:00
1,115N,114N,0:01:30
1,114N,113N,0:02:00
1,113N,112N,0:02:00
1,112N,111N,0:02:00
1,111N,110N,0:01:30
1,110N,109N,0:01:00
1,109N,108N,0:01:30
1,108N,107N,0:01:30
1,107N,106N,0:01:30
1,106N,104N,0:01:30
1,104N,103N,0:04:30
1,103N,101N,0:04:30
2,201S,204S,0:01:30
2,204S,205S,0:01:30
2,205S,206S,0:01:00
2,206S,207S,0:01:00
2,207S,208S,0:01:30
2,208S,209S,0:01:30
2,209S,210S,0:01:00
2,210S,211S,0:02:00
2,211S,212S,0:01:30
2,212S,213S,0:02:00
2,213S,214S,0:01:30
2,214S,215S,0:02:00
2,215S,216S,0:02:00
2,216S,217S,0:01:30
2,217S,218S,0:01:00
2,218S,219S,0:01:00
2,219S,220S,0:01:30
2,220S,221S,0:02:00
2,221S,222S,0:04:00
2,222S,224S,0:05:00
2,224S,225S,0:01:30
2,225S,226S,0:01:30
2,226S,227S,0:01:00
2,227S,120S,0:06:00
2,120S,121S,0:04:00
2,121S,122S,0:01:00
2,122S,123S,0:01:30
2,123S,124S,0:01:30
2,124S,125S,0:01:30
2,125S,126S,0:02:00
2,126S,127S,0:01:30
2,127S,128S,0:01:30
2,128S,129S,0:01:00
2,129S,130S,0:01:00
2,130S,131S,0:01:00
2,131S,132S,0:01:00
2,132S,133S,0:01:30
2,133S,134S,0:01:30
2,134S,135S,0:02:00
2,135S,136S,0:01:00
2,136S,137S,0:01:00
2,137S,228S,0:01:00
2,228S,229S,0:02:00
2,229S,230S,0:01:00
2,230S,231S,0:04:30
2,231S,232S,0:01:00
2,232S,233S,0:01:30
2,233S,234S,0:03:30
2,234S,235S,0:04:00
2,235S,236S,0:01:00
2,236S,237S,0:01:30
2,237S,238S,0:01:30
2,238S,239S,0:01:30
2,239S,241S,0:03:00
2,241S,242S,0:01:00
2,242S,243S,0:01:30
2,243S,244S,0:10:30
2,244S,245S,0:10:30
2,245S,246S,0:01:30
2,246S,247S,0:02:00
2,247N,246N,0:02:00
2,246N,245N,0:01:00
2,245N,244N,0:01:30
2,244N,243N,0:01:00
2,243N,242N,0:01:30
2,242N,241N,0:02:00
2,241N,239N,0:04:00
2,239N,238N,0:01:30
2,238N,237N,0:01:30
2,237N,236N,0:02:00
2,236N,235N,0:01:00
2,235N,234N,0:03:30
2,234N,233N,0:03:30
2,233N,232N,0:01:30
2,232N,231N,0:01:30
2,231N,230N,0:03:00
2,230N,229N,0:01:00
2,229N,228N,0:02:00
2,228N,137N,0:01:30
2,137N,136N,0:02:00
2,136N,135N,0:01:00
2,135N,134N,0:01:30
2,134N,133N,0:01:30
2,133N,132N,0:01:30
2,132N,131N,0:01:00
2,131N,130N,0:01:00
2,130N,129N,0:01:00
2,129N,128N,0:01:30
2,128N,127N,0:01:30
2,127N,126N,0:02:00
2,126N,125N,0:02:00
2,125N,124N,0:01:30
2,124N,123N,0:01:00
2,123N,122N,0:01:30
2,122N,121N,0:01:30
2,121N,120N,0:01:30
2,120N,227N,0:04:00
2,227N,226N,0:01:00
2,226N,225N,0:01:30
2,225N,224N,0:02:00
2,224N,222N,0:03:30
2,222N,221N,0:02:00
2,221N,220N,0:02:00
2,220N,219N,0:01:30
2,219N,218N,0:01:00
2,218N,217N,0:01:00
2,217N,216N,0:01:30
2,216N,215N,0:02:00
2,215N,214N,0:01:30
2,214N,213N,0:01:30
2,213N,212N,0:02:00
2,212N,211N,0:02:00
2,211N,210N,0:02:00
2,210N,209N,0:01:00
2,209N,208N,0:01:30
2,208N,207N,0:01:30
2,207N,206N,0:01:30
2,206N,205N,0:01:00
2,205N,204N,0:09:30
2,204N,201N,0:10:00
2,120S,123S,0:02:30
2,123S,127S,0:04:00
2,128S,132S,0:02:30
2,132S,137S,0:04:30
2,137N,132N,0:04:00
2,132N,128N,0:02:30
2,127N,123N,0:04:00
2,123N,120N,0:02:30
2,257N,256N,0:01:30
2,256N,255N,0:01:00
2,255N,254N,0:02:00
2,254N,253N,0:01:00
2,253N,252N,0:02:00
2,252N,251N,0:01:30
2,251N,250N,0:03:00
2,250N,249N,0:02:00
2,249N,248N,0:02:00
2,248N,239N,0:03:00
2,239S,248S,0:01:30
2,248S,249S,0:02:00
2,249S,250S,0:05:00
2,250S,251S,0:06:00
2,251S,252S,0:01:30
2,252S,253S,0:02:00
2,253S,254S,0:01:00
2,254S,255S,0:02:00
2,255S,256S,0:01:00
2,256S,257S,0:01:30
3,301S,302S,0:01:30
3,302S,224S,0:02:00
3,224S,225S,0:01:30
3,225S,226S,0:01:30
3,226S,227S,0:01:00
3,227S,120S,0:04:00
3,120S,123S,0:06:30
3,123S,127S,0:08:00
3,127N,123N,0:03:30
3,123N,120N,0:02:30
3,120N,227N,0:04:00
3,227N,226N,0:01:00
3,226N,225N,0:01:30
3,225N,224N,0:01:30
3,224N,302N,0:06:00
3,302N,301N,0:06:00
3,127S,128S,0:01:00
3,128S,132S,0:02:30
3,132S,137S,0:06:00
3,137S,228S,0:02:30
3,228S,229S,0:02:00
3,229S,230S,0:01:00
3,230S,231S,0:04:30
3,231S,232S,0:01:00
3,232S,233S,0:01:30
3,233S,234S,0:01:00
3,234S,235S,0:01:30
3,235S,236S,0:01:00
3,236S,237S,0:01:30
3,237S,238S,0:01:30
3,238S,239S,0:01:30
3,239S,248S,0:01:30
3,248S,249S,0:01:30
3,249S,250S,0:02:00
3,250S,251S,0:02:30
3,251S,252S,0:01:30
3,252S,253S,0:01:30
3,253S,254S,0:01:00
3,254S,255S,0:01:30
3,255S,256S,0:01:30
3,256S,257S,0:01:00
3,257N,256N,0:01:30
3,256N,255N,0:01:00
3,255N,254N,0:01:30
3,254N,253N,0:01:00
3,253N,252N,0:02:00
3,252N,251N,0:01:30
3,251N,250N,0:02:30
3,250N,249N,0:02:00
3,249N,248N,0:01:30
3,248N,239N,0:01:30
3,239N,238N,0:01:30
3,238N,237N,0:01:30
3,237N,236N,0:02:00
3,236N,235N,0:01:00
3,235N,234N,0:01:30
3,234N,233N,0:01:30
3,233N,232N,0:01:30
3,232N,231N,0:01:30
3,231N,230N,0:03:00
3,230N,229N,0:01:00
3,229N,228N,0:02:00
3,228N,137N,0:01:00
3,137N,132N,0:04:00
3,132N,128N,0:02:30
3,128N,127N,0:01:00
4,401S,402S,0:02:00
4,402S,405S,0:01:30
4,405S,406S,0:02:00
4,406S,407S,0:01:00
4,407S,408S,0:01:00
4,408S,409S,0:01:30
4,409S,410S,0:01:30
4,410S,411S,0:01:00
4,411S,412S,0:01:30
4,412S,413S,0:01:30
4,413S,414S,0:02:00
4,414S,415S,0:02:30
4,415S,416S,0:01:30
4,416S,621S,0:02:30
4,621S,626S,0:04:30
4,626S,629S,0:03:30
4,629S,631S,0:02:30
4,631S,635S,0:04:00
4,635S,640S,0:04:30
4,640S,418S,0:01:30
4,418S,419S,0:01:30
4,419S,420S,0:01:00
4,420S,423S,0:05:00
4,423S,234S,0:03:30
4,234S,235S,0:03:30
4,235S,236S,0:01:00
4,236S,237S,0:01:30
4,237S,238S,0:01:30
4,238S,239S,0:01:30
4,239S,248S,0:01:30
4,248S,249S,0:01:30
4,249S,250S,0:12:30
4,250S,251S,0:13:00
4,251S,252S,0:01:30
4,252S,253S,0:01:30
4,253S,254S,0:01:00
4,254S,255S,0:01:30
4,255S,256S,0:01:30
4,256S,257S,0:01:00
4,621S,622S,0:01:30
4,622S,623S,0:01:30
4,623S,624S,0:01:00
4,624S,625S,0:01:30
4,625S,626S,0:02:00
4,626S,627S,0:01:30
4,627S,628S,0:02:00
4,628S,629S,0:01:30
4,629S,630S,0:01:30
4,630S,631S,0:02:00
4,631S,632S,0:02:00
4,632S,633S,0:01:00
4,633S,634S,0:01:00
4,634S,635S,0:01:30
4,635S,636S,0:01:30
4,636S,637S,0:01:30
4,637S,638S,0:01:00
4,638S,639S,0:01:30
4,639S,640S,0:02:00
4,257N,256N,0:01:30
4,256N,255N,0:01:00
4,255N,254N,0:01:30
4,254N,253N,0:01:00
4,253N,252N,0:02:00
4,252N,251N,0:01:30
4,251N,250N,0:02:30
4,250N,249N,0:02:00
4,249N,248N,0:01:30
4,248N,239N,0:01:30
4,239N,238N,0:01:30
4,238N,237N,0:01:30
4,237N,236N,0:02:00
4,236N,235N,0:01:00
4,235N,234N,0:01:30
4,234N,423N,0:01:30
4,423N,420N,0:05:00
4,420N,419N,0:01:00
4,419N,418N,0:01:30
4,418N,640N,0:01:30
4,640N,639N,0:02:00
4,639N,638N,0:01:30
4,638N,637N,0:01:00
