"service_id","date","exception_type"
"APP_NEQ_2_14","20180827","1"
"APP_NEQ_2_14","20180828","1"
"APP_NEQ_2_14","20180829","1"
"APP_NEQ_2_14","20180830","1"
"APP_NEQ_2_15","20180723","1"
"APP_NEQ_2_15","20180724","1"
"APP_NEQ_2_15","20180725","1"
"APP_NEQ_2_15","20180726","1"
"APP_NEQ_2_15","20180730","1"
"APP_NEQ_2_15","20180731","1"
"APP_NEQ_2_15","20180801","1"
"APP_NEQ_2_15","20180802","1"
"APP_NEQ_2_15","20180806","1"
"APP_NEQ_2_15","20180807","1"
"APP_NEQ_2_15","20180808","1"
"APP_NEQ_2_15","20180809","1"
"APP_NEQ_2_15","20180813","1"
"APP_NEQ_2_15","20180814","1"
"APP_NEQ_2_15","20180815","1"
"APP_NEQ_2_15","20180816","1"
"APP_NEQ_2_15","20180820","1"
"APP_NEQ_2_15","20180821","1"
"APP_NEQ_2_15","20180822","1"
"APP_NEQ_2_15","20180823","1"
"APP_NEQ_2_15","20180827","1"
"APP_NEQ_2_15","20180828","1"
"APP_NEQ_2_15","20180829","1"
"APP_NEQ_2_15","20180830","1"
"APP_NEQ_2_16","20180723","1"
"APP_NEQ_2_16","20180724","1"
"APP_NEQ_2_16","20180725","1"
"APP_NEQ_2_16","20180726","1"
"APP_NEQ_2_16","20180730","1"
"APP_NEQ_2_16","20180731","1"
"APP_NEQ_2_16","20180801","1"
"APP_NEQ_2_16","20180802","1"
"APP_NEQ_2_16","20180806","1"
"APP_NEQ_2_16","20180807","1"
"APP_NEQ_2_16","20180808","1"
"APP_NEQ_2_16","20180809","1"
"APP_NEQ_2_16","20180813","1"
"APP_NEQ_2_16","20180814","1"
"APP_NEQ_2_16","20180815","1"
"APP_NEQ_2_16","20180816","1"
"APP_NEQ_2_16","20180820","1"
"APP_NEQ_2_16","20180821","1"
"APP_NEQ_2_16","20180822","1"
"APP_NEQ_2_16","20180823","1"
"APP_NEQ_2_16","20180827","1"
"APP_NEQ_2_16","20180828","1"
"APP_NEQ_2_16","20180829","1"
"APP_NEQ_2_16","20180830","1"
"APP_NEQ_2_18","20180729","1"
"APP_NEQ_2_18","20180805","1"
"APP_NEQ_2_18","20180812","1"
"APP_NEQ_2_18","20180819","1"
"APP_NEQ_2_18","20180826","1"
"APP_NEQ_2_18","20180903","1"
"APP_NEQ_2_19","20180729","1"
"APP_NEQ_2_19","20180805","1"
"APP_NEQ_2_19","20180812","1"
"APP_NEQ_2_19","20180819","1"
"APP_NEQ_2_19","20180826","1"
"APP_NEQ_2_19","20180903","1"
"APP_NEQ_2_20","20180721","1"
"APP_NEQ_2_20","20180722","1"
"APP_NEQ_2_20","20180728","1"
"APP_NEQ_2_20","20180729","1"
"APP_NEQ_2_20","20180804","1"
"APP_NEQ_2_20","20180805","1"
"APP_NEQ_2_20","20180811","1"
"APP_NEQ_2_20","20180812","1"
"APP_NEQ_2_20","20180818","1"
"APP_NEQ_2_20","20180819","1"
"APP_NEQ_2_20","20180825","1"
"APP_NEQ_2_20","20180826","1"
"APP_NEQ_2_20","20180901","1"
"APP_NEQ_2_20","20180902","1"
"APP_NEQ_2_20","20180903","1"
"APP_NEQ_2_22","20180721","1"
"APP_NEQ_2_22","20180722","1"
"APP_NEQ_2_22","20180728","1"
"APP_NEQ_2_22","20180729","1"
"APP_NEQ_2_22","20180804","1"
"APP_NEQ_2_22","20180805","1"
"APP_NEQ_2_22","20180811","1"
"APP_NEQ_2_22","20180812","1"
"APP_NEQ_2_22","20180818","1"
"APP_NEQ_2_22","20180819","1"
"APP_NEQ_2_22","20180825","1"
"APP_NEQ_2_22","20180826","1"
"APP_NEQ_2_22","20180902","1"
"APP_NEQ_2_22","20180903","1"
"APP_NEQ_2_26","20180721","1"
"APP_NEQ_2_26","20180728","1"
"APP_NEQ_2_26","20180804","1"
"APP_NEQ_2_26","20180811","1"
"APP_NEQ_2_26","20180818","1"
"APP_NEQ_2_26","20180825","1"
"APP_NEQ_2_26","20180901","1"
"APP_NEQ_2_29","20180723","1"
"APP_NEQ_2_29","20180724","1"
"APP_NEQ_2_29","20180725","1"
"APP_NEQ_2_29","20180726","1"
"APP_NEQ_2_29","20180727","1"
"APP_NEQ_2_29","20180730","1"
"APP_NEQ_2_29","20180731","1"
"APP_NEQ_2_29","20180801","1"
"APP_NEQ_2_29","20180802","1"
"APP_NEQ_2_29","20180803","1"
"APP_NEQ_2_29","20180806","1"
"APP_NEQ_2_29","20180807","1"
"APP_NEQ_2_29","20180808","1"
"APP_NEQ_2_29","20180809","1"
"APP_NEQ_2_29","20180810","1"
"APP_NEQ_2_29","20180813","1"
"APP_NEQ_2_29","20180814","1"
"APP_NEQ_2_29","20180815","1"
"APP_NEQ_2_29","20180816","1"
"APP_NEQ_2_29","20180817","1"
"APP_NEQ_2_29","20180820","1"
"APP_NEQ_2_29","20180821","1"
"APP_NEQ_2_29","20180822","1"
"APP_NEQ_2_29","20180823","1"
"APP_NEQ_2_29","20180824","1"
"APP_NEQ_2_29","20180827","1"
"APP_NEQ_2_29","20180828","1"
"APP_NEQ_2_29","20180829","1"
"APP_NEQ_2_29","20180830","1"
"APP_NEQ_2_29","20180831","1"
"APP_NEQ_2_33","20180831","1"
"APP_NEQ_2_65","20180723","1"
"APP_NEQ_2_65","20180724","1"
"APP_NEQ_2_65","20180725","1"
"APP_NEQ_2_65","20180726","1"
"APP_NEQ_2_65","20180727","1"
"APP_NEQ_2_65","20180730","1"
"APP_NEQ_2_65","20180731","1"
"APP_NEQ_2_65","20180801","1"
"APP_NEQ_2_65","20180802","1"
"APP_NEQ_2_65","20180803","1"
"APP_NEQ_2_65","20180806","1"
"APP_NEQ_2_65","20180807","1"
"APP_NEQ_2_65","20180808","1"
"APP_NEQ_2_65","20180809","1"
"APP_NEQ_2_65","20180810","1"
"APP_NEQ_2_65","20180813","1"
"APP_NEQ_2_65","20180814","1"
"APP_NEQ_2_65","20180815","1"
"APP_NEQ_2_65","20180816","1"
"APP_NEQ_2_65","20180817","1"
"APP_NEQ_2_65","20180820","1"
"APP_NEQ_2_65","20180821","1"
"APP_NEQ_2_65","20180822","1"
"APP_NEQ_2_65","20180823","1"
"APP_NEQ_2_65","20180824","1"
"APP_NEQ_2_65","20180827","1"
"APP_NEQ_2_65","20180828","1"
"APP_NEQ_2_65","20180829","1"
"APP_NEQ_2_65","20180830","1"
"APP_NEQ_2_65","20180831","1"
"APP_NEQ_2_73","20180721","1"
"APP_NEQ_2_73","20180722","1"
"APP_NEQ_2_73","20180728","1"
"APP_NEQ_2_73","20180729","1"
"APP_NEQ_2_73","20180804","1"
"APP_NEQ_2_73","20180805","1"
"APP_NEQ_2_73","20180811","1"
"APP_NEQ_2_73","20180812","1"
"APP_NEQ_2_73","20180818","1"
"APP_NEQ_2_73","20180819","1"
"APP_NEQ_2_73","20180825","1"
"APP_NEQ_2_73","20180826","1"
"APP_NEQ_2_73","20180901","1"
"APP_NEQ_2_73","20180902","1"
"APP_NEQ_2_73","20180903","1"
"GO401_18_2","20180525","1"
"GO401_18_2","20180601","1"
"GO401_18_2","20180608","1"
"GO401_18_2","20180615","1"
"GO401_18_2","20180622","1"
"GO401_18_2","20180629","1"
"GO401_18_2","20180703","1"
"GO401_18_2","20180706","1"
"GO401_18_2","20180713","1"
"GO401_18_2","20180720","1"
"GO401_18_3","20180525","1"
"GO401_18_3","20180703","1"
"GO401_18_5","20180529","1"
"GO401_18_5","20180604","1"
"GO401_18_5","20180611","1"
"GO401_18_5","20180618","1"
"GO401_18_5","20180625","1"
"GO401_18_5","20180702","1"
"GO401_18_5","20180705","1"
"GO401_18_5","20180709","1"
"GO401_18_5","20180716","1"
"GO401_18_8","20180525","1"
"GO401_18_8","20180601","1"
"GO401_18_8","20180608","1"
"GO401_18_8","20180615","1"
"GO401_18_8","20180622","1"
"GO401_18_8","20180629","1"
"GO401_18_8","20180703","1"
"GO401_18_8","20180706","1"
"GO401_18_8","20180713","1"
"GO401_18_8","20180720","1"
"GO401_18_9","20180525","1"
"GO401_18_9","20180601","1"
"GO401_18_9","20180608","1"
"GO401_18_9","20180615","1"
"GO401_18_9","20180622","1"
"GO401_18_9","20180629","1"
"GO401_18_9","20180703","1"
"GO401_18_9","20180706","1"
"GO401_18_9","20180713","1"
"GO401_18_9","20180720","1"
"GO401_18_13","20180524","1"
"GO401_18_13","20180531","1"
"GO401_18_13","20180607","1"
"GO401_18_13","20180614","1"
"GO401_18_13","20180621","1"
"GO401_18_13","20180628","1"
"GO401_18_13","20180705","1"
"GO401_18_13","20180712","1"
"GO401_18_13","20180719","1"
"GO401_18_14","20180521","1"
"GO401_18_14","20180522","1"
"GO401_18_14","20180523","1"
"GO401_18_14","20180524","1"
"GO401_18_14","20180529","1"
"GO401_18_14","20180530","1"
"GO401_18_14","20180531","1"
"GO401_18_14","20180601","1"
"GO401_18_14","20180604","1"
"GO401_18_14","20180605","1"
"GO401_18_14","20180606","1"
"GO401_18_14","20180607","1"
"GO401_18_14","20180608","1"
"GO401_18_14","20180611","1"
"GO401_18_14","20180612","1"
"GO401_18_14","20180613","1"
"GO401_18_14","20180614","1"
"GO401_18_14","20180615","1"
"GO401_18_14","20180618","1"
"GO401_18_14","20180619","1"
"GO401_18_14","20180620","1"
"GO401_18_14","20180621","1"
"GO401_18_14","20180622","1"
"GO401_18_14","20180625","1"
"GO401_18_14","20180626","1"
"GO401_18_14","20180627","1"
"GO401_18_14","20180628","1"
"GO401_18_14","20180629","1"
"GO401_18_14","20180702","1"
"GO401_18_14","20180705","1"
"GO401_18_14","20180706","1"
"GO401_18_14","20180709","1"
"GO401_18_14","20180710","1"
"GO401_18_14","20180711","1"
"GO401_18_14","20180712","1"
"GO401_18_14","20180713","1"
"GO401_18_14","20180716","1"
"GO401_18_14","20180717","1"
"GO401_18_14","20180718","1"
"GO401_18_14","20180719","1"
"GO401_18_14","20180720","1"
"GO401_18_15","20180521","1"
"GO401_18_15","20180522","1"
"GO401_18_15","20180523","1"
"GO401_18_15","20180524","1"
"GO401_18_15","20180529","1"
"GO401_18_15","20180530","1"
"GO401_18_15","20180531","1"
"GO401_18_15","20180604","1"
"GO401_18_15","20180605","1"
"GO401_18_15","20180606","1"
"GO401_18_15","20180607","1"
"GO401_18_15","20180611","1"
"GO401_18_15","20180612","1"
"GO401_18_15","20180613","1"
"GO401_18_15","20180614","1"
"GO401_18_15","20180618","1"
"GO401_18_15","20180619","1"
"GO401_18_15","20180620","1"
"GO401_18_15","20180621","1"
"GO401_18_15","20180625","1"
"GO401_18_15","20180626","1"
"GO401_18_15","20180627","1"
"GO401_18_15","20180628","1"
"GO401_18_15","20180702","1"
"GO401_18_15","20180705","1"
"GO401_18_15","20180709","1"
"GO401_18_15","20180710","1"
"GO401_18_15","20180711","1"
"GO401_18_15","20180712","1"
"GO401_18_15","20180716","1"
"GO401_18_15","20180717","1"
"GO401_18_15","20180718","1"
"GO401_18_15","20180719","1"
"GO401_18_16","20180521","1"
"GO401_18_16","20180522","1"
"GO401_18_16","20180523","1"
"GO401_18_16","20180524","1"
"GO401_18_16","20180529","1"
"GO401_18_16","20180530","1"
"GO401_18_16","20180531","1"
"GO401_18_16","20180604","1"
"GO401_18_16","20180605","1"
"GO401_18_16","20180606","1"
"GO401_18_16","20180607","1"
"GO401_18_16","20180611","1"
"GO401_18_16","20180612","1"
"GO401_18_16","20180613","1"
"GO401_18_16","20180614","1"
"GO401_18_16","20180618","1"
"GO401_18_16","20180619","1"
"GO401_18_16","20180620","1"
"GO401_18_16","20180621","1"
"GO401_18_16","20180625","1"
"GO401_18_16","20180626","1"
"GO401_18_16","20180627","1"
"GO401_18_16","20180628","1"
"GO401_18_16","20180702","1"
"GO401_18_16","20180705","1"
"GO401_18_16","20180709","1"
"GO401_18_16","20180710","1"
"GO401_18_16","20180711","1"
"GO401_18_16","20180712","1"
"GO401_18_16","20180716","1"
"GO401_18_16","20180717","1"
"GO401_18_16","20180718","1"
"GO401_18_16","20180719","1"
"GO401_18_18","20180528","1"
"GO401_18_18","20180603","1"
"GO401_18_18","20180610","1"
"GO401_18_18","20180617","1"
"GO401_18_18","20180624","1"
"GO401_18_18","20180701","1"
"GO401_18_18","20180704","1"
"GO401_18_18","20180708","1"
"GO401_18_18","20180715","1"
"GO401_18_19","20180528","1"
"GO401_18_19","20180603","1"
"GO401_18_19","20180610","1"
"GO401_18_19","20180617","1"
"GO401_18_19","20180624","1"
"GO401_18_19","20180701","1"
"GO401_18_19","20180704","1"
"GO401_18_19","20180708","1"
"GO401_18_19","20180715","1"
"GO401_18_20","20180526","1"
"GO401_18_20","20180527","1"
"GO401_18_20","20180528","1"
"GO401_18_20","20180602","1"
"GO401_18_20","20180603","1"
"GO401_18_20","20180609","1"
"GO401_18_20","20180610","1"
"GO401_18_20","20180616","1"
"GO401_18_20","20180617","1"
"GO401_18_20","20180623","1"
"GO401_18_20","20180624","1"
"GO401_18_20","20180630","1"
"GO401_18_20","20180701","1"
"GO401_18_20","20180704","1"
"GO401_18_20","20180707","1"
"GO401_18_20","20180708","1"
"GO401_18_20","20180714","1"
"GO401_18_20","20180715","1"
"GO401_18_22","20180526","1"
"GO401_18_22","20180527","1"
"GO401_18_22","20180528","1"
"GO401_18_22","20180602","1"
"GO401_18_22","20180603","1"
"GO401_18_22","20180609","1"
"GO401_18_22","20180610","1"
"GO401_18_22","20180616","1"
"GO401_18_22","20180617","1"
"GO401_18_22","20180623","1"
"GO401_18_22","20180624","1"
"GO401_18_22","20180630","1"
"GO401_18_22","20180701","1"
"GO401_18_22","20180704","1"
"GO401_18_22","20180707","1"
"GO401_18_22","20180708","1"
"GO401_18_22","20180714","1"
"GO401_18_22","20180715","1"
"GO401_18_26","20180526","1"
"GO401_18_26","20180602","1"
"GO401_18_26","20180609","1"
"GO401_18_26","20180616","1"
"GO401_18_26","20180623","1"
"GO401_18_26","20180630","1"
"GO401_18_26","20180704","1"
"GO401_18_26","20180707","1"
"GO401_18_26","20180714","1"
"GO401_18_34","20180521","1"
"GO401_18_34","20180522","1"
"GO401_18_34","20180523","1"
"GO401_18_34","20180524","1"
"GO401_18_34","20180525","1"
"GO401_18_34","20180529","1"
"GO401_18_34","20180530","1"
"GO401_18_34","20180531","1"
"GO401_18_34","20180601","1"
"GO401_18_34","20180604","1"
"GO401_18_34","20180605","1"
"GO401_18_34","20180606","1"
"GO401_18_34","20180607","1"
"GO401_18_34","20180608","1"
"GO401_18_34","20180611","1"
"GO401_18_34","20180612","1"
"GO401_18_34","20180613","1"
"GO401_18_34","20180614","1"
"GO401_18_34","20180615","1"
"GO401_18_34","20180618","1"
"GO401_18_34","20180619","1"
"GO401_18_34","20180620","1"
"GO401_18_34","20180621","1"
"GO401_18_34","20180622","1"
"GO401_18_34","20180625","1"
"GO401_18_34","20180626","1"
"GO401_18_34","20180627","1"
"GO401_18_34","20180628","1"
"GO401_18_34","20180629","1"
"GO401_18_34","20180702","1"
"GO401_18_34","20180703","1"
"GO401_18_34","20180705","1"
"GO401_18_34","20180706","1"
"GO401_18_34","20180709","1"
"GO401_18_34","20180710","1"
"GO401_18_34","20180711","1"
"GO401_18_34","20180712","1"
"GO401_18_34","20180713","1"
"GO401_18_34","20180716","1"
"GO401_18_34","20180717","1"
"GO401_18_34","20180718","1"
"GO401_18_34","20180719","1"
"GO401_18_34","20180720","1"
"GO401_18_35","20180617","1"
"GO401_18_37","20180525","1"
"GO401_18_37","20180622","1"
"GO401_18_37","20180703","1"
"GO401_18_38","20180609","1"
"GO401_18_39","20180524","1"
"GO401_18_39","20180525","1"
"GO401_18_39","20180531","1"
"GO401_18_39","20180607","1"
"GO401_18_39","20180608","1"
"GO401_18_39","20180613","1"
"GO401_18_39","20180614","1"
"GO401_18_39","20180620","1"
"GO401_18_39","20180621","1"
"GO401_18_39","20180627","1"
"GO401_18_39","20180628","1"
"GO401_18_39","20180705","1"
"GO401_18_39","20180711","1"
"GO401_18_39","20180712","1"
"GO401_18_39","20180713","1"
"GO401_18_40","20180526","1"
"GO401_18_40","20180527","1"
"GO401_18_40","20180528","1"
"GO401_18_40","20180602","1"
"GO401_18_40","20180603","1"
"GO401_18_40","20180610","1"
"GO401_18_40","20180616","1"
"GO401_18_40","20180617","1"
"GO401_18_40","20180623","1"
"GO401_18_40","20180624","1"
"GO401_18_40","20180630","1"
"GO401_18_40","20180701","1"
"GO401_18_40","20180704","1"
"GO401_18_40","20180707","1"
"GO401_18_40","20180708","1"
"GO401_18_40","20180714","1"
"GO401_18_40","20180715","1"
"GO401_18_41","20180601","1"
"GO401_18_41","20180615","1"
"GO401_18_41","20180622","1"
"GO401_18_41","20180629","1"
"GO401_18_41","20180706","1"
"GO401_18_41","20180713","1"
"GO401_18_42","20180521","1"
"GO401_18_42","20180522","1"
"GO401_18_42","20180523","1"
"GO401_18_42","20180530","1"
"GO401_18_42","20180531","1"
"GO401_18_42","20180601","1"
"GO401_18_42","20180605","1"
"GO401_18_42","20180608","1"
"GO401_18_42","20180615","1"
"GO401_18_42","20180622","1"
"GO401_18_42","20180625","1"
"GO401_18_42","20180626","1"
"GO401_18_42","20180627","1"
"GO401_18_42","20180706","1"
"GO401_18_42","20180709","1"
"GO401_18_42","20180710","1"
"GO401_18_42","20180711","1"
"GO401_18_42","20180712","1"
"GO401_18_42","20180713","1"
"GO401_18_43","20180610","1"
"GO401_18_44","20180609","1"
"GO401_18_44","20180610","1"
"GO401_18_45","20180610","1"
"GO401_18_46","20180602","1"
"GO401_18_47","20180714","1"
"GO401_18_48","20180603","1"
"GO401_18_50","20180623","1"
"GO401_18_51","20180526","1"
"GO401_18_51","20180527","1"
"GO401_18_51","20180528","1"
"GO401_18_51","20180602","1"
"GO401_18_51","20180603","1"
"GO401_18_51","20180609","1"
"GO401_18_51","20180610","1"
"GO401_18_51","20180616","1"
"GO401_18_51","20180617","1"
"GO401_18_51","20180624","1"
"GO401_18_51","20180630","1"
"GO401_18_51","20180701","1"
"GO401_18_51","20180704","1"
"GO401_18_51","20180707","1"
"GO401_18_51","20180708","1"
"GO401_18_51","20180714","1"
"GO401_18_51","20180715","1"
"GO401_18_52","20180630","1"
"GO401_18_53","20180623","1"
"GO401_18_53","20180624","1"
"GO401_18_53","20180701","1"
"GO401_18_53","20180704","1"
"GO401_18_53","20180707","1"
"GO401_18_53","20180708","1"
"GO401_18_53","20180714","1"
"GO401_18_53","20180715","1"
"GO401_18_54","20180701","1"
"GO401_18_55","20180526","1"
"GO401_18_55","20180527","1"
"GO401_18_55","20180528","1"
"GO401_18_55","20180602","1"
"GO401_18_55","20180603","1"
"GO401_18_55","20180609","1"
"GO401_18_55","20180610","1"
"GO401_18_55","20180616","1"
"GO401_18_55","20180617","1"
"GO401_18_55","20180623","1"
"GO401_18_55","20180624","1"
"GO401_18_55","20180630","1"
"GO401_18_55","20180704","1"
"GO401_18_55","20180707","1"
"GO401_18_55","20180708","1"
"GO401_18_55","20180714","1"
"GO401_18_55","20180715","1"
"GO401_18_56","20180630","1"
"GO401_18_56","20180701","1"
"GO401_18_57","20180623","1"
"GO401_18_57","20180624","1"
"GO401_18_57","20180704","1"
"GO401_18_57","20180707","1"
"GO401_18_57","20180708","1"
"GO401_18_57","20180714","1"
"GO401_18_57","20180715","1"
"GO401_18_58","20180629","1"
"GO401_18_59","20180707","1"
"GO401_18_59","20180708","1"
"GO401_18_60","20180714","1"
"GO401_18_60","20180715","1"
"GO401_18_61","20180708","1"
"GO401_18_62","20180707","1"
"GO401_18_62","20180714","1"
"GO401_18_62","20180715","1"
"GO401_18_64","20180521","1"
"GO401_18_64","20180522","1"
"GO401_18_64","20180523","1"
"GO401_18_64","20180524","1"
"GO401_18_64","20180525","1"
"GO401_18_64","20180529","1"
"GO401_18_64","20180530","1"
"GO401_18_64","20180531","1"
"GO401_18_64","20180601","1"
"GO401_18_64","20180604","1"
"GO401_18_64","20180605","1"
"GO401_18_64","20180606","1"
"GO401_18_64","20180607","1"
"GO401_18_64","20180608","1"
"GO401_18_64","20180611","1"
"GO401_18_64","20180612","1"
"GO401_18_64","20180613","1"
"GO401_18_64","20180614","1"
"GO401_18_64","20180615","1"
"GO401_18_64","20180618","1"
"GO401_18_64","20180619","1"
"GO401_18_64","20180620","1"
"GO401_18_64","20180621","1"
"GO401_18_64","20180622","1"
"GO401_18_64","20180625","1"
"GO401_18_64","20180626","1"
"GO401_18_64","20180627","1"
"GO401_18_64","20180628","1"
"GO401_18_64","20180629","1"
"GO401_18_64","20180702","1"
"GO401_18_64","20180703","1"
"GO401_18_64","20180705","1"
"GO401_18_64","20180706","1"
"GO401_18_64","20180709","1"
"GO401_18_64","20180710","1"
"GO401_18_64","20180711","1"
"GO401_18_64","20180712","1"
"GO401_18_64","20180713","1"
"GO401_18_64","20180716","1"
"GO401_18_64","20180717","1"
"GO401_18_64","20180718","1"
"GO401_18_64","20180719","1"
"GO401_18_64","20180720","1"
"GO401_18_65","20180521","1"
"GO401_18_65","20180522","1"
"GO401_18_65","20180523","1"
"GO401_18_65","20180524","1"
"GO401_18_65","20180525","1"
"GO401_18_65","20180529","1"
"GO401_18_65","20180530","1"
"GO401_18_65","20180531","1"
"GO401_18_65","20180601","1"
"GO401_18_65","20180604","1"
"GO401_18_65","20180605","1"
"GO401_18_65","20180606","1"
"GO401_18_65","20180607","1"
"GO401_18_65","20180608","1"
"GO401_18_65","20180611","1"
"GO401_18_65","20180612","1"
"GO401_18_65","20180613","1"
